source_id,company,vendor,kind,filename,raw_rel_path,status,compiled_into,notes
fig-antigravity-ring,HUSHFUSION,Hibs-Physics,image,antigravity-ring.png,assets/art/antigravity-ring.png,compiled,theory.html; assets/figures.manifest.json; docs/ASSETS.md §九; docs/CONTENT-SOURCES.md §五,"反引力约束聚变环 · 装置系统示意图;源自 logos-42/Hibs-Physics 的 artifacts/antigravityconfinement/fig_confinement_ring.png(commit fea6a3e,tools/import_figures.py 等比降采样导入);sha256 b1f959a3116d2271051047ae2f860f7e41d79355172e62285e1ac2eee7bc620a;335612 字节;源图 sha256 fc59e5ef8aae5dfc…"
fig-antigravity-mu-window,HUSHFUSION,Hibs-Physics,image,antigravity-mu-window.png,assets/art/antigravity-mu-window.png,compiled,theory.html; assets/figures.manifest.json; docs/ASSETS.md §九; docs/CONTENT-SOURCES.md §五,"反引力约束的 μ 工作区间(τ_E 提升 vs RMF 天花板);源自 logos-42/Hibs-Physics 的 artifacts/antigravityconfinement/fig_mu_working_window.png(commit fea6a3e,tools/import_figures.py 等比降采样导入);sha256 a22c995565486e26faa6e80bb73dd420247dc1e5f670822b2cc04eedfec062d0;191243 字节;源图 sha256 bd1a6073161a109f…"
fig-antigravity-field-map,HUSHFUSION,Hibs-Physics,image,antigravity-field-map.png,assets/art/antigravity-field-map.png,compiled,theory.html; assets/figures.manifest.json; docs/ASSETS.md §九; docs/CONTENT-SOURCES.md §五,"轴向磁场 B_z(r,z) 分布(场反位形);源自 logos-42/Hibs-Physics 的 artifacts/antigravityconfinement/fig_field_map.png(commit fea6a3e,tools/import_figures.py 等比降采样导入);sha256 1e22a111cc66c943153e22c92e21a76cebcf02975ea59e93135b109d96ed0732;172541 字节;源图 sha256 1e22a111cc66c943…"
fig-antigravity-field-line,HUSHFUSION,Hibs-Physics,image,antigravity-field-line.png,assets/art/antigravity-field-line.png,compiled,theory.html; assets/figures.manifest.json; docs/ASSETS.md §九; docs/CONTENT-SOURCES.md §五,"磁力线走向(分离面内闭合 / 面外开放);源自 logos-42/Hibs-Physics 的 artifacts/antigravityconfinement/fig_field_line.png(commit fea6a3e,tools/import_figures.py 等比降采样导入);sha256 08ad30b8818a08c6d21a60927149b2b34735eee37f3b3861ef627daaea2c8379;406974 字节;源图 sha256 08ad30b8818a08c6…"
fig-moire-field-ceiling,HUSHFUSION,Hibs-Physics,image,moire-field-ceiling.png,assets/art/moire-field-ceiling.png,compiled,theory.html; assets/figures.manifest.json; docs/ASSETS.md §九; docs/CONTENT-SOURCES.md §五,"场源天花板 → 密度上限与功率密度(n∝B², P∝B⁴);源自 logos-42/Hibs-Physics 的 artifacts/moirefield/fig_field_ceiling_scaling.png(commit fea6a3e,tools/import_figures.py 等比降采样导入);sha256 d2cabd4312746279a12f736bb2befc697a6cc62629f9b12ef57a6f5c3a22179e;126687 字节;源图 sha256 d2cabd4312746279…"
fig-moire-mu-verdict,HUSHFUSION,Hibs-Physics,image,moire-mu-verdict.png,assets/art/moire-mu-verdict.png,compiled,theory.html; assets/figures.manifest.json; docs/ASSETS.md §九; docs/CONTENT-SOURCES.md §五,"μ 窗口判决(所需 1−μ 上限 vs 硬地板 m_e/m_i);源自 logos-42/Hibs-Physics 的 artifacts/moirefield/fig_mu_window_verdict.png(commit fea6a3e,tools/import_figures.py 等比降采样导入);sha256 6fc952df662415760e206f7327d76cf3117e043743d67f9d6231b9e1dfd2a79a;89376 字节;源图 sha256 6fc952df66241576…"
fig-moire-bdeath-size,HUSHFUSION,Hibs-Physics,image,moire-bdeath-size.png,assets/art/moire-bdeath-size.png,compiled,theory.html; assets/figures.manifest.json; docs/ASSETS.md §九; docs/CONTENT-SOURCES.md §五,"生死判据 B_death ∝ 1/a 与三条材料天花板;源自 logos-42/Hibs-Physics 的 artifacts/moirefield/fig_Bdeath_vs_size.png(commit fea6a3e,tools/import_figures.py 等比降采样导入);sha256 c1170f012856b277a2e9a5c16d30a60e04964687472644f0bc8d1a613dbf5ef9;80698 字节;源图 sha256 c1170f012856b277…"
fig-moire-gate-gaps,HUSHFUSION,Hibs-Physics,image,moire-gate-gaps.png,assets/art/moire-gate-gaps.png,compiled,theory.html; assets/figures.manifest.json; docs/ASSETS.md §九; docs/CONTENT-SOURCES.md §五,"四道门的缺口(场 / 载流 / 片超流密度 / 制冷);源自 logos-42/Hibs-Physics 的 artifacts/moirefield/fig_gate_gaps.png(commit fea6a3e,tools/import_figures.py 等比降采样导入);sha256 f6ba5c2e7cb253199170e87fd016595661ea21a98ad55b9cdb3e8f34ac208fc6;42490 字节;源图 sha256 f6ba5c2e7cb25319…"
fig-material-bom-excluded,HUSHFUSION,Hibs-Physics,image,fig_material.png,artifacts/antigravityconfinement/fig_material.png,archived,"(不入站,见 figures.manifest.json excluded)",材料清单(BOM)图含逐件「参考价」⇒ 公开页不放未核实的成本数字(金额不入站);材料清单(BOM)图含逐件「参考价」——公开页不放未核实的成本数字(金额不入站);内部留档在 Hibs-Physics 仓库 artifacts/ 下
shot-docs,HUSHFUSION,自制(验收脚本),image,docs.png,docs/screenshots/docs.png,compiled,scripts/verify-site.mjs,"docs.html 全页验收截图(verify-site.mjs 产出);页面由 theory.html 改名而来,截图名随之变化,承接 screenshot-theory-20260917;2026-09-26 补登(untracked_raw_check 在 CI 报红)"
fig-mu-dynamics,HUSHFUSION,Hibs-Physics,image,mu-dynamics.png,assets/art/mu-dynamics.png,compiled,docs.html; assets/figures.manifest.json; docs/CONTENT-SOURCES.md §七,"μ 动力学(TD1–TD21)示意图;源自 logos-42/Hibs-Physics 的 artifacts/mudynamics/fig_mu_dynamics.png(tools/import_figures.py 等比降采样导入);sha256 93d7b96ff80634d355f17fd65d309d287b2f20691bbd0fb250fe52b86c497802;259212 字节;2026-09-24 新增第 06 册时漏登记,2026-09-26 补登(untracked_raw_check 在 CI 报红)"
